datetime_of_infraction,time_of_infraction,year,month,day,infraction_code,infraction_description,set_fine_amount,location2,province,latitude,longitude,permit_time_restrictions,fee_related,time_related,plate_related,fire_route,accessible_related,commercial_related,obstruction_related,cycle_related
2016-01-18 09:24:00,09:24:00,2016,1,18,347.0,PARK IN A FIRE ROUTE,250,"31 TAPSCOTT RD, TORONTO, ON, CANADA",ON,43.8066115,-79.2226339,0,0,0,0,1,0,0,0,0
2016-01-20 12:20:00,12:20:00,2016,1,20,3.0,PARK ON PRIVATE PROPERTY,30,"4936 YONGE ST, TORONTO, ON, CANADA",ON,43.76463,-79.411895,1,0,0,0,0,0,0,0,0
2016-01-22 14:25:00,14:25:00,2016,1,22,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"21 BALMUTO ST, TORONTO, ON, CANADA",ON,43.66914895,-79.38736372648393,0,0,1,0,0,0,0,0,0
2016-01-24 17:15:00,17:15:00,2016,1,24,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,40,"PARKDALE RD, TORONTO, ON, CANADA",ON,43.6412555,-79.4516386,1,0,0,0,0,0,0,0,0
2016-01-26 17:30:00,17:30:00,2016,1,26,210.0,PARK FAIL TO DISPLAY RECEIPT,30,"JAMES ST, TORONTO, ON, CANADA",ON,43.6540378,-79.3814922,0,1,0,0,0,0,0,0,0
2016-01-28 19:07:00,19:07:00,2016,1,28,192.0,STAND SIGNED TRANSIT STOP,60,"506 EGLINTON AVE W, TORONTO, ON, CANADA",ON,43.703697725000005,-79.41342902500001,0,0,0,0,0,0,0,1,0
2016-01-31 00:06:00,00:06:00,2016,1,31,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,40,"38 DAN LECKIE WAY, TORONTO, ON, CANADA",ON,43.6376402,-79.3982741,1,0,0,0,0,0,0,0,0
2016-02-02 11:11:00,11:11:00,2016,2,2,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,40,"36 TARLTON RD, TORONTO, ON, CANADA",ON,43.70278323076923,-79.41302576923077,1,0,0,0,0,0,0,0,0
2016-02-04 12:13:00,12:13:00,2016,2,4,3.0,PARK ON PRIVATE PROPERTY,30,"171 EAST LIBERTY ST, TORONTO, ON, CANADA",ON,43.6385593,-79.4188353,1,0,0,0,0,0,0,0,0
2016-02-06 11:50:00,11:50:00,2016,2,6,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,40,"825 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6459715,-79.4094124,1,0,0,0,0,0,0,0,0
2016-02-08 20:07:00,20:07:00,2016,2,8,312.0,PARKING MACH-NOT USED/NO FEE  ,30,"125 BURNABY BLVD, TORONTO, ON, CANADA",ON,43.7046259,-79.4120834,0,1,0,0,0,0,0,0,0
2016-02-11 09:53:00,09:53:00,2016,2,11,210.0,PARK FAIL TO DISPLAY RECEIPT,30,"71 EDWARD ST, TORONTO, ON, CANADA",ON,43.6566007,-79.3831637,0,1,0,0,0,0,0,0,0
2016-02-13 09:40:00,09:40:00,2016,2,13,29.0,PARK PROHIBITED TIME NO PERMIT,30,"38 JOE SHUSTER WAY, TORONTO, ON, CANADA",ON,43.6404401,-79.42457159222741,1,0,1,0,0,0,0,0,0
2016-02-16 12:09:00,12:09:00,2016,2,16,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"10 ST MARY ST, TORONTO, ON, CANADA",ON,43.6680687,-79.3860435,0,0,1,0,0,0,0,0,0
2016-02-18 16:14:00,16:14:00,2016,2,18,15.0,PARK-WITHIN 3M OF FIRE HYDRANT,100,"FREDERICK ST, TORONTO, ON, CANADA",ON,43.6511052,-79.3695073,0,0,0,0,1,0,0,0,0
2016-02-20 18:17:00,18:17:00,2016,2,20,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"38 JOE SHUSTER WAY, TORONTO, ON, CANADA",ON,43.6404401,-79.42457159222741,0,0,1,0,0,0,0,0,0
2016-02-23 07:09:00,07:09:00,2016,2,23,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,40,"201 CARLAW AVE, TORONTO, ON, CANADA",QC,43.6620498,-79.3401356,1,0,0,0,0,0,0,0,0
2016-02-25 17:01:00,17:01:00,2016,2,25,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"1285 ST CLAIR AVE W, TORONTO, ON, CANADA",ON,43.676738557142855,-79.44761112857142,0,0,1,0,0,0,0,0,0
2016-02-27 20:00:00,20:00:00,2016,2,27,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,40,"30 GRAND TRUNK CRES, TORONTO, ON, CANADA",QC,43.64216145,-79.38290019160826,1,0,0,0,0,0,0,0,0
2016-03-01 09:33:00,09:33:00,2016,3,1,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"FRONT ST E, TORONTO, ON, CANADA",ON,43.6469432,-79.3768432,0,0,1,0,0,0,0,0,0
2016-03-03 20:43:00,20:43:00,2016,3,3,3.0,PARK ON PRIVATE PROPERTY,30,"25 SAN ROMANOWAY, TORONTO, ON, CANADA",ON,43.7596616,-79.51696007711863,1,0,0,0,0,0,0,0,0
2016-03-06 07:09:00,07:09:00,2016,3,6,16.0,PARK-WITHIN 9M INTERSECT ROAD,40,"ADELAIDE ST W, TORONTO, ON, CANADA",ON,43.6457153,-79.4006643,0,0,0,0,0,0,0,1,0
2016-03-08 13:42:00,13:42:00,2016,3,8,15.0,PARK-WITHIN 3M OF FIRE HYDRANT,100,"1 DUPLEX AVE, TORONTO, ON, CANADA",ON,43.7795621,-79.4173475,0,0,0,0,1,0,0,0,0
2016-03-10 14:18:00,14:18:00,2016,3,10,30.0,STOP-(ON/OVER) (SIDEWK/FTPATH),60,"130 PEARL ST, TORONTO, ON, CANADA",ON,43.648047,-79.386566,0,0,1,0,0,0,0,1,0
2016-03-12 16:24:00,16:24:00,2016,3,12,210.0,PARK FAIL TO DISPLAY RECEIPT,30,"955 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6449643,-79.4143228,0,1,0,0,0,0,0,0,0
2016-03-14 20:31:00,20:31:00,2016,3,14,210.0,PARK FAIL TO DISPLAY RECEIPT,30,"1829 QUEEN ST E, TORONTO, ON, CANADA",ON,43.668253557142855,-79.30736272857143,0,1,0,0,0,0,0,0,0
2016-03-16 20:39:00,20:39:00,2016,3,16,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"130 PEARL ST, TORONTO, ON, CANADA",ON,43.648047,-79.386566,0,1,0,0,0,0,0,0,0
2016-03-18 21:21:00,21:21:00,2016,3,18,3.0,PARK ON PRIVATE PROPERTY,30,"1005 KING ST W, TORONTO, ON, CANADA",ON,43.6414268,-79.4143467,1,0,0,0,0,0,0,0,0
2016-03-20 23:13:00,23:13:00,2016,3,20,419.0,STAND NON-TAXI IN SIGNED STAND,60,"100 KING ST W, TORONTO, ON, CANADA",ON,43.6487681,-79.38169179283025,0,0,0,0,0,0,0,0,0
2016-03-23 05:01:00,05:01:00,2016,3,23,2.0,PARK - LONGER THAN 3 HOURS ,15,"49 HEPSCOTT TER, TORONTO, ON, CANADA",ON,43.79301430514214,-79.32830210676462,0,0,1,0,0,0,0,0,0
2016-03-26 01:49:00,01:49:00,2016,3,26,3.0,PARK ON PRIVATE PROPERTY,30,"219 FORT YORK BLVD, TORONTO, ON, CANADA",ON,43.6364478,-79.4056559,1,0,0,0,0,0,0,0,0
2016-03-29 12:02:00,12:02:00,2016,3,29,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"26 LOMBARD ST, TORONTO, ON, CANADA",ON,43.651592529411765,-79.37666264705882,0,0,1,0,0,0,0,0,0
2016-03-31 11:55:00,11:55:00,2016,3,31,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"40 COLLEGE ST, TORONTO, ON, CANADA",ON,43.6613605,-79.38514270754644,1,0,0,0,0,0,0,0,0
2016-04-02 08:42:00,08:42:00,2016,4,2,210.0,PARK FAIL TO DISPLAY RECEIPT,30,"17 ISABELLA ST, TORONTO, ON, CANADA",ON,43.66762745,-79.38449220367018,0,1,0,0,0,0,0,0,0
2016-04-04 15:30:00,15:30:00,2016,4,4,3.0,PARK ON PRIVATE PROPERTY,30,"2075 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.7219965,-79.3728068,1,0,0,0,0,0,0,0,0
2016-04-06 14:27:00,14:27:00,2016,4,6,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"50 ALEXANDER ST, TORONTO, ON, CANADA",ON,43.66379125,-79.38112534999999,0,0,0,1,0,0,0,0,0
2016-04-08 12:08:00,12:08:00,2016,4,8,3.0,PARK ON PRIVATE PROPERTY,30,"4936 YONGE ST, TORONTO, ON, CANADA",BC,43.76463,-79.411895,1,0,0,0,0,0,0,0,0
2016-04-10 12:30:00,12:30:00,2016,4,10,3.0,PARK ON PRIVATE PROPERTY,30,"352 FRONT ST W, TORONTO, ON, CANADA",ON,43.64356915,-79.39218545841459,1,0,0,0,0,0,0,0,0
2016-04-12 13:39:00,13:39:00,2016,4,12,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"15 ST MARY ST, TORONTO, ON, CANADA",ON,43.6679624,-79.3859736,0,0,1,0,0,0,0,0,0
2016-04-14 12:59:00,12:59:00,2016,4,14,3.0,PARK ON PRIVATE PROPERTY,30,"388 CARLAW AVE, TORONTO, ON, CANADA",ON,43.6663562,-79.3429711,1,0,0,0,0,0,0,0,0
2016-04-16 12:14:00,12:14:00,2016,4,16,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"7 PLEASANT BLVD, TORONTO, ON, CANADA",ON,43.687115,-79.393144,1,0,0,0,0,0,0,0,0
2016-04-18 16:03:00,16:03:00,2016,4,18,210.0,PARK FAIL TO DISPLAY RECEIPT,30,"319 COLLEGE ST, TORONTO, ON, CANADA",ON,43.657389,-79.4020809,0,1,0,0,0,0,0,0,0
2016-04-20 15:13:00,15:13:00,2016,4,20,15.0,PARK-WITHIN 3M OF FIRE HYDRANT,100,"65 ST MARY ST, TORONTO, ON, CANADA",ON,43.6679624,-79.3859736,0,0,0,0,1,0,0,0,0
2016-04-22 13:22:00,13:22:00,2016,4,22,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"5 HEDDINGTON AVE, TORONTO, ON, CANADA",ON,43.703666,-79.4137979,0,0,1,0,0,0,0,0,0
2016-04-24 11:10:00,11:10:00,2016,4,24,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"394 ROYAL YORK RD, TORONTO, ON, CANADA",ON,43.6189725,-79.4997305,0,0,1,0,0,0,0,0,0
2016-04-26 11:58:00,11:58:00,2016,4,26,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"5 ISABELLA ST, TORONTO, ON, CANADA",QC,43.6675344,-79.3853342,1,0,0,0,0,0,0,0,0
2016-04-28 11:01:00,11:01:00,2016,4,28,3.0,PARK ON PRIVATE PROPERTY,30,"3401 DUFFERIN ST, TORONTO, ON, CANADA",ON,43.726096850000005,-79.45498634404824,1,0,0,0,0,0,0,0,0
2017-01-03 02:30:00,02:30:00,2017,1,3,28.0,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,"UPPER MADISON AVE, TORONTO, ON, CANADA",ON,43.7642438,-79.4124755,1,0,0,0,0,0,0,0,0
2017-01-04 20:20:00,20:20:00,2017,1,4,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"43 HAZELTON AVE, TORONTO, ON, CANADA",ON,43.671989458333336,-79.39341883333333,0,0,1,0,0,0,0,0,0
2017-01-06 16:33:00,16:33:00,2017,1,6,3.0,PARK ON PRIVATE PROPERTY,30,"3401 DUFFERIN ST, TORONTO, ON, CANADA",ON,43.726096850000005,-79.45498634404824,1,0,0,0,0,0,0,0,0
2017-01-08 21:52:00,21:52:00,2017,1,8,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"333 KING ST W, TORONTO, ON, CANADA",ON,43.646105,-79.3912013,0,1,0,0,0,0,0,0,0
2017-01-11 11:03:00,11:03:00,2017,1,11,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"6 SPRING GARDEN AVE, TORONTO, ON, CANADA",ON,43.76468275,-79.41104447849774,1,0,0,0,0,0,0,0,0
2017-01-13 04:23:00,04:23:00,2017,1,13,3.0,PARK ON PRIVATE PROPERTY,30,"68 GRANGEWAY AVE, TORONTO, ON, CANADA",ON,43.7728952,-79.2489793,1,0,0,0,0,0,0,0,0
2017-01-14 22:08:00,22:08:00,2017,1,14,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"130 PEARL ST, TORONTO, ON, CANADA",ON,43.648047,-79.386566,1,0,0,0,0,0,0,0,0
2017-01-16 23:32:00,23:32:00,2017,1,16,15.0,PARK-WITHIN 3M OF FIRE HYDRANT,100,"3 EVERSON DR, TORONTO, ON, CANADA",ON,43.7572006,-79.40566446265967,0,0,0,0,1,0,0,0,0
2017-01-18 23:48:00,23:48:00,2017,1,18,3.0,PARK ON PRIVATE PROPERTY,30,"560 KING ST W, TORONTO, ON, CANADA",ON,43.644071,-79.4019476,1,0,0,0,0,0,0,0,0
2017-01-20 18:40:00,18:40:00,2017,1,20,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"11 ST JOSEPH ST, TORONTO, ON, CANADA",ON,43.66575,-79.386053,0,1,0,0,0,0,0,0,0
2017-01-23 00:00:00,00:00:00,2017,1,23,3.0,PARK ON PRIVATE PROPERTY,30,"66 FOREST MANOR RD, TORONTO, ON, CANADA",ON,43.7723652,-79.3445747,1,0,0,0,0,0,0,0,0
2017-01-24 20:56:00,20:56:00,2017,1,24,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"20 EDWARD ST, TORONTO, ON, CANADA",ON,43.6570527,-79.38232911738083,0,1,0,0,0,0,0,0,0
2017-01-26 20:33:00,20:33:00,2017,1,26,3.0,PARK ON PRIVATE PROPERTY,30,"2075 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.7219965,-79.3728068,1,0,0,0,0,0,0,0,0
2017-01-28 20:25:00,20:25:00,2017,1,28,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,1,0,0,0,0,0,0,0
2017-01-31 01:59:00,01:59:00,2017,1,31,29.0,PARK PROHIBITED TIME NO PERMIT,30,"1 FAIRMOUNT CRES, TORONTO, ON, CANADA",ON,43.6769939,-79.3143216,1,0,1,0,0,0,0,0,0
2017-02-01 23:26:00,23:26:00,2017,2,1,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"322 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6493367,-79.3944891,0,1,0,0,0,0,0,0,0
2017-02-03 20:58:00,20:58:00,2017,2,3,3.0,PARK ON PRIVATE PROPERTY,30,"393 KING ST W, TORONTO, ON, CANADA",ON,43.6455556,-79.3936659,1,0,0,0,0,0,0,0,0
2017-02-06 03:37:00,03:37:00,2017,2,6,2.0,PARK - LONGER THAN 3 HOURS,15,"7 CAPRI RD, TORONTO, ON, CANADA",ON,43.6528086,-79.56476066255306,0,0,1,0,0,0,0,0,0
2017-02-08 10:34:00,10:34:00,2017,2,8,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"100 KING ST W, TORONTO, ON, CANADA",ON,43.6487681,-79.38169179283025,1,0,0,0,0,0,0,0,0
2017-02-10 08:43:00,08:43:00,2017,2,10,312.0,PARKING MACH-NOT USED/NO FEE,30,"13 ISABELLA ST, TORONTO, ON, CANADA",ON,43.667649,-79.384784,0,1,0,0,0,0,0,0,0
2017-02-13 02:08:00,02:08:00,2017,2,13,3.0,PARK ON PRIVATE PROPERTY,30,"15 LEGION RD, TORONTO, ON, CANADA",ON,43.6213899,-79.4847094,1,0,0,0,0,0,0,0,0
2017-02-15 00:00:00,00:00:00,2017,2,15,3.0,PARK ON PRIVATE PROPERTY,30,"80 FOREST MANOR RD, TORONTO, ON, CANADA",ON,43.774918,-79.34456206680731,1,0,0,0,0,0,0,0,0
2017-02-17 00:30:00,00:30:00,2017,2,17,29.0,PARK PROHIBITED TIME NO PERMIT,30,"ST CLARENS AVE, TORONTO, ON, CANADA",ON,43.6647747,-79.4444346,1,0,1,0,0,0,0,0,0
2017-02-18 21:47:00,21:47:00,2017,2,18,3.0,PARK ON PRIVATE PROPERTY,30,"20 EDGECLIFF GOLFWAY, TORONTO, ON, CANADA",ON,43.719611,-79.3249600111111,1,0,0,0,0,0,0,0,0
2017-02-21 14:39:00,14:39:00,2017,2,21,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"LA PLANTE AVE, TORONTO, ON, CANADA",ON,43.6591927,-79.3860233,0,0,1,0,0,0,0,0,0
2017-02-23 13:01:00,13:01:00,2017,2,23,192.0,STAND SIGNED TRANSIT STOP,150,"718 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6462836,-79.4090758,0,0,0,0,0,0,0,1,0
2017-02-25 15:33:00,15:33:00,2017,2,25,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"3 CHARLES ST W, TORONTO, ON, CANADA",ON,43.668614,-79.386285,1,0,0,0,0,0,0,0,0
2017-02-27 20:12:00,20:12:00,2017,2,27,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"608 CHURCH ST, TORONTO, ON, CANADA",ON,43.66801215,-79.38206607402994,0,1,0,0,0,0,0,0,0
2017-03-01 20:55:00,20:55:00,2017,3,1,134.0,PARK-SIGNED HWY-PUBLIC LANE,40,"RICHMOND ST W, TORONTO, ON, CANADA",ON,43.6500845,-79.3862758,0,0,0,0,0,0,0,0,0
2017-03-03 20:28:00,20:28:00,2017,3,3,3.0,PARK ON PRIVATE PROPERTY,30,"352 FRONT ST W, TORONTO, ON, CANADA",ON,43.64356915,-79.39218545841459,1,0,0,0,0,0,0,0,0
2017-03-05 21:47:00,21:47:00,2017,3,5,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"190 OSSINGTON AVE, TORONTO, ON, CANADA",ON,43.64854915,-79.42069285161398,0,1,0,0,0,0,0,0,0
2017-03-08 04:31:00,04:31:00,2017,3,8,3.0,PARK ON PRIVATE PROPERTY,30,"25 FONTENAY CRT, TORONTO, ON, CANADA",ON,43.682551,-79.51117237457044,1,0,0,0,0,0,0,0,0
2017-03-10 04:22:00,04:22:00,2017,3,10,3.0,PARK ON PRIVATE PROPERTY,30,"125 VILLAGE GREEN SQ, TORONTO, ON, CANADA",ON,43.7774165,-79.2812115,1,0,0,0,0,0,0,0,0
2017-03-12 10:20:00,10:20:00,2017,3,12,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"585 UNIVERSITY AVE, TORONTO, ON, CANADA",ON,43.657721,-79.38923,0,1,0,0,0,0,0,0,0
2017-03-14 21:40:00,21:40:00,2017,3,14,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"49 OSSINGTON AVE, TORONTO, ON, CANADA",ON,43.64533968,-79.41908736,0,1,0,0,0,0,0,0,0
2017-03-16 23:22:00,23:22:00,2017,3,16,3.0,PARK ON PRIVATE PROPERTY,30,"560 KING ST W, TORONTO, ON, CANADA",ON,43.644071,-79.4019476,1,0,0,0,0,0,0,0,0
2017-03-18 23:00:00,23:00:00,2017,3,18,3.0,PARK ON PRIVATE PROPERTY,30,"45 LA ROSE AVE, TORONTO, ON, CANADA",ON,43.6859695,-79.51579355412844,1,0,0,0,0,0,0,0,0
2017-03-21 02:27:00,02:27:00,2017,3,21,3.0,PARK ON PRIVATE PROPERTY,30,"295 ADELAIDE ST W, TORONTO, ON, CANADA",ON,43.6437172,-79.4106054,1,0,0,0,0,0,0,0,0
2017-03-23 08:37:00,08:37:00,2017,3,23,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"5 CHARLES ST W, TORONTO, ON, CANADA",ON,43.6685846,-79.3864152,1,0,0,0,0,0,0,0,0
2017-03-25 02:32:00,02:32:00,2017,3,25,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"208 ADELAIDE ST W, TORONTO, ON, CANADA",ON,43.648616,-79.3872533,0,0,1,0,0,0,0,0,0
2017-03-27 10:36:00,10:36:00,2017,3,27,74.0,STOP-ADJACENT CENTRE STRIP END,60,"200 DANFORTH AVE, TORONTO, ON, CANADA",ON,43.6768411,-79.3562345,0,0,0,0,0,0,0,0,0
2017-03-29 10:56:00,10:56:00,2017,3,29,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"5 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6297862,-79.47556608930631,1,0,0,0,0,0,0,0,0
2017-03-31 12:59:00,12:59:00,2017,3,31,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"UPPER MADISON AVE, TORONTO, ON, CANADA",ON,43.7642438,-79.4124755,0,1,0,0,0,0,0,0,0
2017-04-02 20:45:00,20:45:00,2017,4,2,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,1,0,0,0,0,0,0,0
2017-04-05 08:22:00,08:22:00,2017,4,5,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"150 GERRARD ST W, TORONTO, ON, CANADA",ON,43.6581023,-79.3879399,1,0,0,0,0,0,0,0,0
2017-04-07 12:24:00,12:24:00,2017,4,7,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2305 QUEEN ST E, TORONTO, ON, CANADA",ON,43.671565557142856,-79.29207510714285,0,1,0,0,0,0,0,0,0
2017-04-09 07:08:00,07:08:00,2017,4,9,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"ST DAVID ST, TORONTO, ON, CANADA",ON,43.658896,-79.3623533,1,0,0,0,0,0,0,0,0
2017-04-11 11:31:00,11:31:00,2017,4,11,15.0,PARK-WITHIN 3M OF FIRE HYDRANT,100,"334 DUNDAS ST W, TORONTO, ON, CANADA",ON,43.654231532258066,-79.39247970967742,0,0,0,0,1,0,0,0,0
2017-04-13 12:03:00,12:03:00,2017,4,13,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"LA PLANTE AVE, TORONTO, ON, CANADA",ON,43.6591927,-79.3860233,1,0,0,0,0,0,0,0,0
2017-04-15 23:48:00,23:48:00,2017,4,15,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"1 DUPLEX AVE, TORONTO, ON, CANADA",ON,43.7795621,-79.4173475,0,0,1,0,0,0,0,0,0
2017-04-19 09:34:00,09:34:00,2017,4,19,369.0,STND ONSTRT ACCESSIBLE NOT D/O,450,"60 MURRAY ST, TORONTO, ON, CANADA",ON,43.658231,-79.391462,0,0,0,0,0,0,0,0,0
2017-04-21 09:35:00,09:35:00,2017,4,21,417.0,STAND VEH.-PSGR LD ZN LD/UNLD,60,"140 SIMCOE ST, TORONTO, ON, CANADA",ON,43.6554459,-79.3895253,0,0,0,0,0,0,0,1,0
2017-04-23 03:56:00,03:56:00,2017,4,23,3.0,PARK ON PRIVATE PROPERTY,30,"25 FOUR WINDS DR, TORONTO, ON, CANADA",ON,43.76486090600757,-79.49508657020573,1,0,0,0,0,0,0,0,0
2017-04-25 14:03:00,14:03:00,2017,4,25,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"22 SHEPPARD ST, TORONTO, ON, CANADA",ON,43.6503534,-79.3825677,0,0,1,0,0,0,0,0,0
2017-04-27 13:31:00,13:31:00,2017,4,27,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"200 KING ST E, TORONTO, ON, CANADA",ON,43.651419,-79.37029111995278,0,0,1,0,0,0,0,0,0
2017-04-29 17:17:00,17:17:00,2017,4,29,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2518 YONGE ST, TORONTO, ON, CANADA",ON,43.71248014545454,-79.39977568181818,0,1,0,0,0,0,0,0,0
2017-05-02 08:44:00,08:44:00,2017,5,2,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"FRONT ST E, TORONTO, ON, CANADA",ON,43.6469432,-79.3768432,0,1,0,0,0,0,0,0,0
2017-09-05 17:31:00,17:31:00,2017,9,5,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"CHURCH ST, TORONTO, ON, CANADA",ON,43.654823,-79.37644,1,0,0,0,0,0,0,0,0
2017-09-08 08:54:00,08:54:00,2017,9,8,29.0,PARK PROHIBITED TIME NO PERMIT,30,"12 DE GRASSI ST, TORONTO, ON, CANADA",ON,43.6603276,-79.3461841,1,0,1,0,0,0,0,0,0
2017-09-10 13:23:00,13:23:00,2017,9,10,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"EASTERN AVE, TORONTO, ON, CANADA",ON,43.6586497,-79.337798,0,1,0,0,0,0,0,0,0
2017-09-12 13:57:00,13:57:00,2017,9,12,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"BRENTWOOD RD S, TORONTO, ON, CANADA",ON,43.6463142,-79.513353,0,1,0,0,0,0,0,0,0
2017-09-14 20:34:00,20:34:00,2017,9,14,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"68 OSSINGTON AVE, TORONTO, ON, CANADA",ON,43.645728,-79.4195902,0,1,0,0,0,0,0,0,0
2017-09-17 19:13:00,19:13:00,2017,9,17,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,0,1,0,0,0,0,0,0
2017-09-20 09:20:00,09:20:00,2017,9,20,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"MORTIMER AVE, TORONTO, ON, CANADA",ON,43.684875,-79.3520145,0,1,0,0,0,0,0,0,0
2017-09-22 11:05:00,11:05:00,2017,9,22,6.0,PARK-SIGNED HWY-EXC PERMT TIME,40,"12 MARGDON RD, TORONTO, ON, CANADA",ON,43.6526617,-79.4733873,1,0,0,0,0,0,0,0,0
2017-09-25 06:43:00,06:43:00,2017,9,25,29.0,PARK PROHIBITED TIME NO PERMIT,30,"59 HENRY LANE TER, TORONTO, ON, CANADA",ON,43.6471485,-79.369167,1,0,1,0,0,0,0,0,0
2017-09-27 14:57:00,14:57:00,2017,9,27,192.0,STAND SIGNED TRANSIT STOP,150,"1162 WESTON RD, TORONTO, ON, CANADA",ON,43.687188469751504,-79.49035601065614,0,0,0,0,0,0,0,1,0
2017-09-29 20:19:00,20:19:00,2017,9,29,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"65 LILLIAN ST, TORONTO, ON, CANADA",ON,43.7060743,-79.3932054131742,0,1,0,0,0,0,0,0,0
2017-10-02 14:03:00,14:03:00,2017,10,2,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"21 HILLCREST AVE, TORONTO, ON, CANADA",ON,43.76743665,-79.41122902832467,0,1,0,0,0,0,0,0,0
2017-10-05 08:21:00,08:21:00,2017,10,5,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,1,0,0,0,0,0,0,0
2017-10-07 11:25:00,11:25:00,2017,10,7,29.0,PARK PROHIBITED TIME NO PERMIT,30,"52 FREDERICK ST, TORONTO, ON, CANADA",ON,43.6511052,-79.3695073,1,0,1,0,0,0,0,0,0
2017-10-10 18:17:00,18:17:00,2017,10,10,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"65 ST MARY ST, TORONTO, ON, CANADA",ON,43.6679624,-79.3859736,0,1,0,0,0,0,0,0,0
2017-10-13 08:05:00,08:05:00,2017,10,13,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"150 DAN LECKIE WAY, TORONTO, ON, CANADA",ON,43.63979375,-79.39854654990367,0,1,0,0,0,0,0,0,0
